	ID	PROCESSED_TITLE	CATEGORY
8385	287341	kanye west   kanye west hits out at the press during bonnaroo comeback     	e
6470	349321	update 0 hkma intervenes as deals  china optimism spur hong kong dollar     	b
8498	171324	factbox  energy future holdings  road to bankruptcy	b
2697	290359	update 0 vodafone targets  connected cars  with italian deal	b
6549	163399	update 0 ford profit driven down by north america  warranty costs	b
6217	162221	billy eichner tells seth meyers about his childhood brush with  snl 	e
6618	398225	oil market losing faith in libya s ability to ramp crude	b
9468	40315	japanese architect shigeru ban wins monumental pritzker prize	e
9959	149784	at t beats profit estimates as phone discounts diminish  0 	b
2964	300514	with disorderly conduct charges dropped  edie brickell and paul simon are     	e
498	181351	coke to drop controversial ingredient entirely  not just from powerade	b
9701	196044	rpt corrected update 0 could take 0 0 years to shrink fed portfolio  yellen	b
1825	116798	j j raises forecast as demand for new drugs boosts profit  0 	b
6419	276636	rpt fitch affirms india s power grid corporation at  bbb    outlook stable	b
9240	216334	obese breast cancer patients have higher death risk  study says	m
10035	225498	us stocks snapshot wall st opens lower on growth concerns	b
113	173643	russia s economy is already in recession  estimates imf	b
5667	83551	planned parenthood appeals arizona abortion restrictions	m
6624	313393	kristen bell   kristen bell says being a mother is  more rewarding 	e
7628	290287	european gas jumps most since march as ukraine faces supply cut	b
2227	80258	forex dollar unsettled by dovish yellen  yen stays on defensive	b
4857	196785	apple close to buying beats electronics for  0 0 billion  ft	b
7663	329372	update 0 us soul singer bobby womack dies at age 0  publicist	e
1682	129652	update 0 gabriel garcia marquez  master of magical realism  dies at 0	e
4059	70228	update 0 swiss  uk watchdogs step up scrutiny on forex traders	b
1544	259617	treasuries long end prices rise for a 0nd day on month end support	b
566	351780	robin thicke   robin thicke may not win paula patton back	e
2556	88971	neil patrick harris on taking over for david letterman   cbs	e
3800	58740	a minute with  emma watson on how hogwarts prepped her for  noah 	e
1863	303950	jennifer lopez and marc anthony are officially divorced after being separated     	e
1166	166717	germany prefers siemens tie up with alstom to ge deal   source	b
6672	294680	update 0 medtronic s covidien deal raises bar for rivals to merge	b
2979	223733	our mobile apps	b
7935	23697	exact sciences  colon cancer test at home finds more tumors  0 	m
2042	243226	phil robertson is a modern day prophet akin to john the baptist  says     	e
2010	86489	tv   game of thrones fans crash hbo website	e
1541	201409	a decade after the itunes revolution  apple needs beats  musical gurus	t
9700	66053	ecb s weidmann says euro zone not in deflationary cycle	b
2162	265065	as robert de niro remembers his father  we look back at the artist s life and     	e
8292	265129	levar burton makes a  reading rainbow  plea	e
2268	341062	bnp paribas leads european shares higher after sanctions settlement	b
8611	406085	us stocks snapshot wall street tumbles on fed rate angst	b
3886	103713	johnny depp talks turning 0 and his teenage children with ellen degeneres	e
1403	250716	climate change  changing design  not minds	t
6885	248021	the pillow book of tim geithner	b
5553	221111	robin thicke thanks  my wife  paula patton at 0 billboard music awards	e
2983	404187	drew barrymore   drew barrymore pays tribute to late half sister	e
6111	146225	chris brown   chris brown prepares for trial	e
5670	162	us stocks futures edge lower after record high  china data	b
3808	166155	update 0 russia says eu should be  ashamed  over sanctions	b
6903	176283	warren buffett   i don t really want to embarrass the coca cola company 	b
8807	284915	simon pegg is in star wars episode vii  apparently	e
8041	398550	forex dollar mostly flat ahead of key us economic data  fed meeting	b
7365	141965	first lady michelle obama is coming to nashville ahead of season finale	e
1637	86843	captain america   captain america sequel becomes biggest april blockbuster	e
1048	150536	samsung seen seeking to show apple s  0 billion claim as greedy	t
279	130456	is the cannes palme d or heading david cronenbergâ€™s way for  map to the     	e
1071	221330	ouster of abramson at times unleashes hashtag war over treatment	e
8544	65941	update 0 survival rate with medtronic s corevalve tops surgery  study	m
11	192561	china accuses vietnam of ramming ships near rig in disputed seas	b
9354	290790	update 0 airbus  safran create space launch joint venture	b
6689	367332	why uber is un american	b
7661	25012	china mobile to increase handset subsidies 0 pct in 0	b
3255	256770	uberx drivers in new york city are probably making more money than you	t
2285	280702	you are not pregnant  we re pregnant  mila kunis tells off overeager fathers     	e
1750	5081	us estimates fannie  freddie to repay  0 0 bln to taxpayers	b
3994	34681	rpt wrapup 0 french satellite image also shows possible plane debris	b
7141	10686	rick ross earns no 0 album with  mastermind  on billboard 0	e
7194	203084	frieze new york 0	e
2944	243059	the top 0 worst rated adam sandler movies	e
3918	399027	twitter rallying with amgen takes bite out of fed warning	b
1571	333624	olivia palermo   olivia palermo weds 	e
9998	277444	emirates scraps airbus order  giving boeing a multibillion dollar opening	b
5390	59158	l wren scott s sister  mick jagger  hijacked   fake showbiz  funeral	e
8220	327949	slipperiness behind aereo ruling  solving riddles of legislative intent and     	t
5335	86931	 the goonies  director  richard donner  unofficially confirms a sequel is in the     	e
436	3654	stacy keibler and jared pobre s wedding was kept secret from close friends	e
4879	15941	obamacare shuffles health plan market share  report finds	b
5669	206257	hugh jackman attends â€˜x men  days of future pastâ€™ premiere with     	e
971	264957	jimmy lovine   dr dre sells beats for  0 billion	t
7507	143758	everest jump canceled by discovery channel after deadly avalanche	e
9901	87746	nasdaq composite falls for week as technology selloff resumes	b
1439	82050	chris evans   chris evans won t quit acting soon	e
4667	282225	south africa credit rating cut to bbb  by s p on weak growth	b
6467	250293	production of iconic ambassador cars grinds to a halt	b
6304	371735	us stocks wall st slumps in broad decline  dow under 0	b
9275	396396	home   beyonce knowles   beyonce and jay z s marriage  crumbling  	e
2636	181108	which banks are in holder s firing line 	b
10191	200672	forex draghi s warnings deflate euro but dollar s rise seen limited	b
7833	135501	peaches geldof funeral set  but we still don t know how she died	e
9800	45903	l wren scott is laid to rest in los angeles funeral attended by mick jagger     	e
9505	50344	guinea bans bat eating to curb ebola spread  warns on rats  0 	m
5785	230824	jpmorgan to invest  0 million in detroit revival over 0 years	b
5265	311089	fitch affirms rabobank at  aa    outlook negative	b
3505	120685	us stocks snapshot wall st gets lift from coca cola  nasdaq lags	b
8670	1142	elephants can gauge threat from human voices  study finds	t
4785	233352	young iranians arrested for dancing in  happy  pharrell video  update 	e
1577	279373	0 things you should know about  how to train your dragon 0 	e
1078	208	update 0 mt  gox files for us bankruptcy to halt class action	b
1641	38274	global markets crimea fears knock down stocks  gold slips on rate views	b
4676	5560	twitter briefly goes down  silencing millions of horrible  unnecessary twitter     	t
1289	79581	legal challenge to alabama abortion law will go to trial	m
7279	225040	not enough sleep ups obesity risk in young children	m
9363	124658	update 0 detroit pension deal approved by one retirement system	b
5892	68142	edwards heart valve system tops medtronic version in small study	m
9072	383830	fox s play for content buoys amc  scripps  real m a	b
3037	287936	early in the weekend   0 jump street  moves ahead of  how to train your     	e
4791	78686	how i met  how i met your mother 	e
10039	115643	kim kardashian   kim kardashian hasn t sent out invites	e
4732	166254	russia  not inclined  to take over southeast ukraine   senior official	b
6479	107031	 divergent  final sequel  allegiant  to be split into two movies	e
3161	259630	amazon actually telling customers to shop elsewhere	b
1063	325346	with 0    transformers  age of extinction  looks another dud for michael bay	e
4020	104184	coachella tickets among the hottest  priciest of this summer s music festivals	e
6348	276002	ecb ready to cut rates and push banks into lending to boost euro zone economy	b
109	223534	grains wheat slides to 0 week low  corn drops for 0th session	b
1122	225678	target replaces canada president after troubled expansion	b
5157	251280	looking back at the  mad men  cast before they were famous	e
4987	371543	grains soybeans fall for 0th day  corn dips as us crops thrive	b
6413	399219	bat first half earnings drop as stronger pound reduces sales	b
3528	114639	lupita nyong o   lupita nyong o s disco make up	e
675	278965	new york  ap  — harrison ford was hospitalized after being injured on the set     	e
5263	188484	forex dollar extends gains despite dovish yellen comments	b
361	23642	ivan reitman opts to step back from ghostbusters 0 director role  producing     	e
3031	233754	what does the internet think of pat sajak s climate change tweet   poll 	e
1610	342293	jessie j announces new single  bang bang  with nicki minaj and ariana grande	e
2523	286187	update 0 sycamore partners mulls offer for apparel retailer express	b
1187	401476	us stocks wall st gives up gains as gdp raises fed concerns	b
1034	276626	fitch affirms caffil s of at  aa   on revised breakeven overcollateralisation	b
4965	382811	anthrax mishandled by us cdc labs before exposure  report says	m
6515	118172	you can buy google glass today  a few things to consider 	t
8139	308237	wrapup 0 us housing regaining footing as supply improves	b
6484	408947	critics say  guardians of the galaxy  is great  but does anyone disagree 	e
1880	191556	fannie mae will pay us  0 0 billion after first quarter profit	b
484	173590	us stocks futures dip ahead of jobs  gdp data	b
777	148161	richard gere has  been quietly dating  top chef  host padma lakshmi	e
5396	173951	german unemployment falls a fifth month as economy grows	b
